barkod,miktar,markalar,alerjenler,eser_miktarlar,icerik_sayisi,nutriscore_notu,nova_grubu,yesil_skor_notu,palmiye_yagi_icermez,vejetaryen,vegan_durumu,yag_seviyesi,doymus_yag_seviyesi,seker_seviyesi,tuz_seviyesi,enerji_kj,enerji_kcal,yag_g,doymus_yag_g,karbonhidrat_g,seker_g,lif_g,protein_g,tuz_g,sodyum_g,alkol_yuzde,meyve_sebze_baklagil_yuzde,nutriscore_puan,ns_negatif_puan,ns_pozitif_puan,ns_enerji_puan,ns_seker_puan,ns_doymus_yag_puan,ns_tuz_puan,ns_protein_puan,ns_lif_puan,ns_meyve_sebze_baklagil_puan,urun_bilgisi,birim,kategori_listesi,etiketler_listesi
3229820019208,500.0,Bjorg,['Gluten'],"['Milk', 'Nuts', 'Sesame seeds', 'Soybeans']",4,B,3.0,A,True,True,yes,low,low,low,moderate,835.0,198.0,1.3,0.2,37.0,4.0,10.0,4.6,1.1,0.44,,0.0,2,8,6,2.0,1,0.0,5,1.0,5,0,Pain complet seigle,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Cereals and their products', 'Breads', 'Rye breads', 'Wholemeal breads']","['Organic', 'EU Organic', 'Non-EU Agriculture', 'DE-ÖKO-001', 'EU Agriculture', 'EU/non-EU Agriculture', 'FR-BIO-01', 'Made in Germany', 'Planet-Score', 'Planet-Score Grade A', 'AB Agriculture Biologique', 'Triman']"
6111035002052,,Les Eaux Minérales d'Oulmès,[],[],9,B,4.0,,True,,maybe,low,low,moderate,low,185.0,44.0,0.0,0.0,11.8,8.9,,0.0,0.0,0.0,,19.725,2,2,0,0.0,2,0.0,0,0.0,0,0,Bul'tropicale,,"['Juice', 'fr:sidi ali']",[]
3270190025337,1.0,Carrefour BIO,['Milk'],[],1,B,1.0,B,True,True,no,low,low,low,low,197.0,47.0,1.6,1.0,4.8,4.8,0.0,3.3,0.1,0.04,,0.0,-1,6,7,3.0,3,0.0,0,7.0,0,0,Lait demi-écrémé Stérilisé UHT,l,"['Dairies', 'Milks (liquid and powder)', 'Milks', 'Homogenized milks', 'Pasteurised products', 'Semi-skimmed milks', 'UHT Milks', 'Organic semi-skimmed milks']","['Organic', 'EU Organic', 'EU Agriculture', 'FR-BIO-01', 'French agriculture', 'French milk', 'Green Dot', 'Made in France', 'Nutriscore', 'Nutriscore Grade A', 'AB Agriculture Biologique', 'fr:Garantie IPLC']"
3019081241216,175.0,Petit Navire,"['Fish', 'Sulphur dioxide and sulphites']","['Celery', 'Eggs', 'Milk', 'Mustard', 'Soybeans']",16,B,3.0,C,True,False,no,moderate,moderate,low,moderate,645.0,155.0,11.0,3.0,0.8,0.6,0.57,13.0,1.0,0.4,,14.5,2,7,5,1.0,0,2.0,4,5.0,0,0,Maquereaux vin blanc et aromates,g,"['Seafood', 'Fishes and their products', 'Canned foods', 'Fishes', 'Fatty fishes', 'Canned fishes', 'Fish fillets', 'Mackerels', 'Mackerel fillets', 'Mackerel fillets in white wine and herbs', 'Tinned Mackerels']","['No artificial flavors', 'Omega-3', 'Source of proteins', 'High in Omega 3', 'High proteins', 'Nutriscore', 'Nutriscore Grade B', 'Triman']"
3176571983008,1.0,candia,['Milk'],[],14,B,1.0,B,True,True,yes,low,low,low,low,175.0,41.0,1.0,0.6,4.8,4.8,,3.3,0.1,0.04,,,-1,6,7,3.0,3,0.0,0,7.0,0,0,lait 1/2 écrémé,l,"['Dairies', 'Milks (liquid and powder)', 'Milks', 'Homogenized milks', 'Pasteurised products', 'Semi-skimmed milks', 'UHT Milks', 'UHT milk fortified with vitamins', 'Semi-skimmed UHT milk fortified with vitamins']","['French milk', 'Nutriscore', 'Nutriscore Grade A', 'Renforce-en-vitamine-d', 'Source-de-10-vitamines']"
3184670001080,1.0,RIANS,['Milk'],[],1,B,3.0,C,True,True,no,moderate,moderate,low,low,317.0,76.0,4.5,2.9,4.5,4.5,0.0,4.3,0.1,0.04,0.0,,2,3,1,0.0,1,2.0,0,1.0,0,0,faisselle,kg,"['Dairies', 'Fermented foods', 'Fermented milk products', 'Cheeses', 'Desserts', 'Dairy desserts', 'Fermented dairy desserts', 'Fresh cheeses', 'Cream cheeses', 'Faiselles']","['Green Dot', 'fr:Moule-a-la-louche']"
6111099000582,,lio,[],['Soybeans'],20,B,,E,False,True,yes,high,high,low,low,3765.0,900.0,100.0,14.0,0.0,0.0,,0.0,0.0,0.0,,,0,5,5,,0,,0,0.0,0,5,Lio huile de table,,"['Plant-based foods and beverages', 'Plant-based foods', 'Fats', 'Vegetable fats', 'Olive tree products', 'Vegetable oils', 'Olive oils', 'ar:6.50dh 1/2litr']",[]
6191509900671,750.0,TERRA DELYSSA,[],[],1,B,2.0,D,True,True,yes,high,high,low,low,3449.0,821.0,91.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2,7,5,,0,,0,,0,5,EXTRA VIRGIN OLIVE OIL,ml,"['Plant-based foods and beverages', 'Plant-based foods', 'Fats', 'Vegetable fats', 'Olive tree products', 'Vegetable oils', 'Olive oils', 'Extra-virgin olive oils', 'Olive oils from Tunisia', 'Virgin olive oils']","['No GMOs', 'Non GMO project']"
3023290030547,2.0,Siggi's,['Milk'],"['Gluten', 'Nuts', 'fr:avoine']",6,B,3.0,A,True,True,yes,low,low,moderate,low,373.0,88.0,1.9,1.4,8.9,8.4,,8.9,0.1,0.04,,,1,4,3,1.0,2,1.0,0,3.0,0,0,Skyr framboise,x,"['Dairies', 'Fermented foods', 'Fermented milk products', 'Desserts', 'Dairy desserts', 'Fermented dairy desserts', 'Fermented dairy desserts with fruits', 'Fromages blancs - petit suisses and skyr', 'Skyrs', 'Fruit skyrs']","['No preservatives', 'No colorings', 'No flavors', 'Without sweeteners', 'Triman', 'fr:Cercle de Möbius']"
8008698011065,350.0,Schär,[],"['Lupin', 'Soybeans']",22,B,4.0,A,True,,maybe,moderate,low,low,moderate,1099.0,255.0,9.2,1.1,36.0,0.0,8.8,4.5,1.0,0.4,,0.0,2,8,6,3.0,0,1.0,4,1.0,5,0,Meisterbäckers Vital,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Specific products', 'Products for specific diets', 'Breads', 'Products without gluten', 'Gluten-free breads', 'Sliced breads', 'Gluten-free sliced breads']","['No gluten', 'Crossed Grain Trademark', 'Green Dot', 'No lactose']"
3292070001576,200.0,Blini,['Sesame seeds'],"['Celery', 'Crustaceans', 'Eggs', 'Fish', 'Gluten', 'Lupin', 'Milk', 'Molluscs', 'Mustard', 'Soybeans']",11,B,3.0,A,True,True,yes,high,moderate,low,moderate,1120.0,271.0,22.2,1.9,8.4,0.0,7.4,5.8,1.19,0.476,0.0,,2,9,7,3.0,0,1.0,5,2.0,4,1,Spécialité à base de pois chiches et de sésame,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Condiments', 'Spreads', 'Plant-based spreads', 'Salted spreads', 'Sauces', 'Dips', 'Hummus', 'Classic hummus', 'Groceries']","['Fair trade', 'Vegetarian', 'Green Dot', 'Nutriscore', 'Nutriscore Grade A', 'Agri-Éthique France', 'Triman', 'fr:Emballage recyclable', 'fr:Fabriqué en Normandie']"
6191509900855,750.0,Terra Delyssa,[],[],2,B,2.0,B,False,True,yes,high,high,low,low,3347.0,800.0,86.6666666666667,16.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,,,2,7,5,,0,,0,,0,5,Organic Extra Virgin Olive Oil,ml,"['Plant-based foods and beverages', 'Plant-based foods', 'Fats', 'Vegetable fats', 'Olive tree products', 'Vegetable oils', 'Olive oils', 'Extra-virgin olive oils', 'Olive oils from Tunisia', 'Virgin olive oils']","['Organic', 'Certified by Ecocert', 'EU Organic', 'No GMOs', 'Non-EU Agriculture', 'Non GMO project', 'AB Agriculture Biologique', 'Tn-bio-001', 'fr:TN-BIO-001']"
3428273980046,1.0,Lactel,['Milk'],[],11,B,,C,False,True,yes,low,low,low,low,179.0,43.0,1.2,0.8,4.8,4.8,,3.3,0.1075,0.043,,,-1,6,7,3.0,3,0.0,0,7.0,0,0,Lait 100 % français Matin Léger® Demi-Écrémé,l,"['Dairies', 'Milks (liquid and powder)', 'Milks', 'Homogenized milks', 'Pasteurised products', 'Semi-skimmed milks', 'UHT Milks', 'UHT milk fortified with vitamins', 'Cow milks', 'Lactose-free milk', 'Semi-skimmed UHT milk fortified with vitamins']","['French milk', 'Green Dot', 'No lactose', 'Enriched-wih-vitamins', 'fr:Enricĉ']"
8480000609632,200.0,Hacendado,['Milk'],[],7,B,3.0,D,True,True,no,moderate,moderate,low,moderate,391.0,93.0,4.0,2.6,1.6,0.0,0.0,13.0,0.82,0.328,0.0,0.0,2,7,5,1.0,0,2.0,4,5.0,0,0,cottage cheese,g,"['Dairies', 'Fermented foods', 'Fermented milk products', 'Cheeses', 'Fresh cheeses', 'Cottage cheeses']","['Green Dot', 'es:Recicla amarillo']"
4056489141877,1.0,Primadonna,[],[],1,B,2.0,D,True,True,yes,high,high,low,low,3404.0,828.0,92.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,5,5,,0,,0,0.0,0,5,Huile d'olive vierge extra d'Espagne,l,"['Plant-based foods and beverages', 'Plant-based foods', 'Fats', 'Vegetable fats', 'Olive tree products', 'Vegetable oils', 'Olive oils', 'Extra-virgin olive oils', 'Virgin olive oils']","['Nutriscore', 'Nutriscore Grade C']"
8005110517006,400.0,Mutti,['Celery'],[],10,B,4.0,A,True,True,yes,low,low,low,moderate,220.9,56.0,2.8,0.5,5.3,4.5,,1.6,0.61,0.243,,70.2,2,4,2,0.0,1,0.0,3,0.0,0,2,Pastasaus m/Basilikum,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Condiments', 'Vegetables based foods', 'Cooking helpers', 'Sauces', 'Tomatoes and their products', 'Meal sauces', 'Pasta sauces', 'Tomato sauces', 'Tomato sauces with basil']","['No gluten', 'No added sugar', 'Nutriscore', 'Nutriscore Grade A']"
6111266962774,440.0,Jaouda,['Milk'],[],2,B,1.0,E,False,True,no,low,moderate,low,low,170.5,52.0,2.4,1.7,4.7,0.0,,3.1,0.0,0.0,,0.0,-3,4,7,3.0,0,1.0,0,7.0,0,0,Leben,g,"['Dairies', 'Fermented foods', 'Fermented milk products', 'Desserts', 'Dairy desserts', 'Milks (liquid and powder)', 'Fermented dairy desserts', 'Milks', 'Yogurts']",[]
8005510001525,75.0,Monini,[],[],1,B,2.0,D,True,True,yes,high,high,low,low,3700.0,900.0,99.9,15.2,0.0,0.0,0.0,0.25,0.0063,,,0.0,0,5,5,,0,,0,0.0,0,5,Huile d'olive vierge extra GranFruttato,cl,"['Plant-based foods and beverages', 'Plant-based foods', 'Fats', 'Vegetable fats', 'Olive tree products', 'Vegetable oils', 'Olive oils', 'Olive oils from Italy', 'Extra-virgin olive oils', 'Virgin olive oils']",['Triman']
3599741006312,500.0,Findus,"['Gluten', 'Milk']","['Celery', 'Crustaceans', 'Eggs', 'Fish', 'Mustard']",7,B,3.0,B,True,True,no,moderate,moderate,low,moderate,326.0,78.0,4.4,2.8,5.3,0.0,1.7,3.5,0.6,0.24,0.0,,1,4,3,0.0,0,2.0,2,1.0,0,2,Epinards Hachés à la Crème,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Vegetables based foods', 'Frozen foods', 'Frozen plant-based foods', 'Frozen vegetables', 'Prepared vegetables', 'Prepared spinachs', 'Spinach with cream sauce']","['No preservatives', 'Sustainable farming', 'No colorings', 'No palm oil', 'Nutriscore', 'Nutriscore Grade A', 'PEFC', 'Triman']"
